input_index,input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0
0,-0.09999999999999987,0.15,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.17222222222222222,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.19444444444444445,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.21666666666666667,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.23888888888888887,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.2611111111111111,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.2833333333333333,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.3055555555555556,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.3277777777777778,1.5707963267948966,1.5707963267948966
0,-0.09999999999999987,0.35,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.15,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.17222222222222222,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.19444444444444445,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.21666666666666667,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.23888888888888887,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.2611111111111111,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.2833333333333333,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.3055555555555556,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.3277777777777778,1.5707963267948966,1.5707963267948966
0,-0.07777777777777764,0.35,1.5707963267948966,1.5707963267948966
0,-0.05555555555555542,0.15,1.5707963267948966,1.5707963267948966
